date,temperature,wind_speed,humidity,precipitation,latitude,longitude
9/6/2018,13.71612701,1.568588052,68.54395033,0.802970663,9.05806,38.76306
9/7/2018,13.98760058,2.116626102,67.73404687,0.858765109,9.05806,38.76306
9/8/2018,13.5172713,1.55554265,68.96986676,1.553475857,9.05806,38.76306
9/9/2018,13.74969063,0.722616673,68.37741163,1.020340684,9.05806,38.76306
9/10/2018,13.66565603,0.399584547,76.46169738,1.810222864,9.05806,38.76306
9/11/2018,13.65525716,1.046442846,78.05941796,1.614892483,9.05806,38.76306
9/12/2018,13.81723874,0.611445618,81.86014784,6.281884061,9.05806,38.76306
9/13/2018,13.65116971,0.546188373,82.02126935,11.76053584,9.05806,38.76306
9/14/2018,13.29209671,0.476975624,86.19660202,10.26244462,9.05806,38.76306
9/15/2018,13.54819514,0.045345155,85.57752611,5.992615223,9.05806,38.76306
9/16/2018,13.68130773,0.4661983,81.78178304,14.85203207,9.05806,38.76306
9/17/2018,14.03773142,1.341560195,75.44757491,1.823291183,9.05806,38.76306
9/18/2018,13.9977356,0.764107485,84.37319482,7.565608621,9.05806,38.76306
9/19/2018,13.98868078,1.417602942,67.80965963,0.815549493,9.05806,38.76306
9/20/2018,13.43084106,1.396736574,68.83653887,1.093164086,9.05806,38.76306
9/21/2018,13.17727432,1.478836382,75.66902764,10.57526469,9.05806,38.76306
9/22/2018,12.97421227,2.114068069,66.48031491,0.085890293,9.05806,38.76306
9/23/2018,12.99099185,2.552279799,59.45340592,0.004315956,9.05806,38.76306
9/24/2018,13.45404714,2.037357896,54.10143432,0.001719037,9.05806,38.76306
9/25/2018,13.85480143,1.782869093,57.62668788,0.00300165,9.05806,38.76306
9/26/2018,13.4963782,1.19364413,69.31672998,1.930999756,9.05806,38.76306
9/27/2018,13.63366979,1.580397421,70.53609102,1.953894707,9.05806,38.76306
9/28/2018,13.73296254,2.346555055,61.17411814,0.007307529,9.05806,38.76306
9/29/2018,13.84062729,2.079645471,55.9721235,0.222776216,9.05806,38.76306
9/30/2018,14.01534678,2.002868622,56.70008961,0.01288131,9.05806,38.76306
10/1/2018,13.70827382,2.063174258,60.2239516,0.015154481,9.05806,38.76306
10/2/2018,13.64943593,2.257332521,60.16909898,0.330158797,9.05806,38.76306
10/3/2018,14.07766495,2.060406694,58.98926982,0.00859797,9.05806,38.76306
