centroid_lat,centroid_lon,road_density_km_km2,urban_cover_percent
8.991369327,38.74451014,45.15338852,84.1091743
9.000414329,38.74450379,24.69545749,32.21867868
9.009459327,38.74449744,27.02865541,22.86389032
9.01850432,38.74449109,37.72780797,55.72780256
9.027549309,38.74448472,34.1008952,72.65797572
9.036594293,38.74447835,35.2134688,76.47656286
9.045639273,38.74447198,37.58662797,76.07677784
9.054684248,38.74446559,42.45110929,90.32652495
9.063729219,38.7444592,44.69361823,93.24682907
9.072774186,38.74445281,14.89678815,9.481551651
9.081819148,38.7444464,5.60135569,0
9.090864105,38.74443999,6.775122383,0
8.855699864,38.75369885,1.157037479,0
8.864744938,38.75369283,13.63353388,14.85748619
8.873790008,38.7536868,16.55797524,23.86862993
8.882835074,38.75368077,11.32144524,5.322808189
8.891880135,38.75367473,20.61826057,20.44952607
8.900925192,38.75366868,27.66952424,10.02800515
8.909970244,38.75366263,24.9973846,25.4807918
8.919015292,38.75365657,12.74787451,19.04805953
8.928060336,38.7536505,19.39738773,58.72683282
8.937105375,38.75364443,45.33705685,60.19288287
8.94615041,38.75363835,50.71846594,88.49823382
8.955195441,38.75363226,44.59621935,76.08761935
8.964240467,38.75362617,42.93879078,90.36226329
8.973285488,38.75362007,28.67995507,63.14579295
8.982330506,38.75361397,42.96453968,50.76776617
8.991375519,38.75360786,46.04328143,87.0427874
9.000420527,38.75360174,45.28249808,91.64730024
9.009465531,38.75359562,28.72907899,26.28160688
9.01851053,38.75358949,22.49574379,25.58516275
9.027555525,38.75358335,28.83673665,66.94166173
9.036600516,38.75357721,34.15038189,46.48606706
9.045645502,38.75357106,35.04745976,38.77479153
9.054690484,38.7535649,31.4815325,42.5008191
9.063735461,38.75355874,42.4055403,91.57893437
9.072780434,38.75355257,26.35815085,75.27676032
9.081825402,38.75354639,9.435448975,2.233202578
9.090870366,38.75354021,1.903734407,4.305411386
8.855705739,38.76279322,4.984013358,1.187112064
8.864750819,38.76278742,7.676153084,0.997286832
8.873795896,38.76278162,21.566841,25.6147932
8.882840967,38.7627758,31.13469258,47.86102956
8.891886035,38.76276999,31.65355838,45.44623141
8.900931098,38.76276416,32.02869571,42.22070207
8.909976156,38.76275833,36.37406094,47.56601095
8.91902121,38.7627525,25.21719606,44.2756427
8.92806626,38.76274665,29.52057501,81.2260866
8.937111306,38.76274081,24.90685344,18.93018839
8.946156347,38.76273495,20.844761,59.26289965
8.955201383,38.76272909,37.00324117,87.04114404
8.964246415,38.76272322,43.60976401,91.21530417
8.973291443,38.76271735,33.30973396,38.40477665
8.982336466,38.76271147,46.19225563,44.29441838
8.991381485,38.76270558,41.59886599,75.98080804
9.0004265,38.76269969,43.69411833,88.61408527
9.00947151,38.76269379,27.41758258,24.75290977
9.018516515,38.76268789,14.17254971,17.48123546
9.027561517,38.76268198,14.70527545,21.99294741
9.036606513,38.76267606,29.69812921,41.66402274
9.045651506,38.76267014,20.7848011,48.91434331
9.054696493,38.76266421,34.8392975,47.34453484
9.063741477,38.76265828,35.69904021,29.04610688
9.072786456,38.76265234,27.69173779,16.0815132
9.08183143,38.76264639,13.05904591,0.087424113
9.0908764,38.76264043,19.47973939,19.40689526
9.099921365,38.76263448,1.045429797,0.806552973
8.855711393,38.77188759,3.726838873,2.174349088
8.86475648,38.77188202,6.76955955,2.251146797
8.873801562,38.77187643,33.8645047,69.50962553
8.882846639,38.77187084,45.11170429,59.5385515
8.891891712,38.77186525,28.15063008,50.66452357
8.900936781,38.77185965,29.66058253,60.38100327
8.909981846,38.77185404,39.30435346,72.54783619
8.919026906,38.77184843,21.49422625,34.27016702
8.928071961,38.77184281,22.35467081,29.9626502
8.937117013,38.77183719,33.25644725,47.59504643
8.94616206,38.77183156,43.93424274,73.50863195
8.955207102,38.77182592,53.20502553,80.8082058
8.96425214,38.77182028,32.82372727,27.40078562
8.973297174,38.77181463,36.27623212,39.04501594
8.982342203,38.77180898,41.19609791,21.22833831
8.991387228,38.77180332,41.36911612,50.84859486
9.000432248,38.77179765,37.48300074,69.35557691
9.009477264,38.77179198,33.56290594,36.20775417
9.018522275,38.7717863,37.27561659,69.93654984
9.027567282,38.77178062,36.82253327,86.84363799
9.036612285,38.77177493,33.64022045,68.86376404
9.045657283,38.77176923,27.03643372,56.28831872
9.054702277,38.77176353,29.86793136,38.31752654
9.063747266,38.77175782,40.33068337,46.78610929
9.072792251,38.77175211,27.93100486,17.04913595
9.081837231,38.77174639,6.778946528,0
9.090882207,38.77174066,6.058624488,0
9.099927178,38.77173493,0,0
8.83762663,38.78099266,6.593113608,0
8.84667173,38.78098732,8.270751389,0
8.855716827,38.78098197,13.34648295,30.51190378
8.864761919,38.78097662,27.23804277,56.08175098
8.873807006,38.78097126,18.49869529,26.69969005
8.882852089,38.78096589,45.33554359,68.6472926
8.891897168,38.78096052,28.55565824,73.25495104
8.900942243,38.78095514,29.5710386,17.34361578
8.909987313,38.78094976,9.36206285,15.05636843
8.919032379,38.78094437,27.37877,3.993297373
8.92807744,38.78093898,21.04297024,30.25042045
8.937122497,38.78093358,16.62815262,7.243618683
8.946167549,38.78092817,46.48032277,36.16392493
8.955212597,38.78092276,50.47075807,78.02287121
8.964257641,38.78091734,23.23256293,7.300041835
8.97330268,38.78091192,3.520839091,3.303390187
8.982347715,38.78090649,34.31191469,26.04524808
8.991392746,38.78090105,43.920246,48.40368169
9.000437772,38.78089561,38.6499469,78.59151008
9.009482793,38.78089017,44.48997192,75.19135584
9.01852781,38.78088472,41.62224057,72.53248279
9.027572823,38.78087926,34.13809213,86.95118338
9.036617831,38.7808738,29.26157939,46.91092676
9.045662835,38.78086833,33.74977322,83.87775652
9.054707834,38.78086285,32.6108533,82.37940692
9.063752829,38.78085737,30.04682991,40.82294134
9.072797819,38.78085189,15.5269039,0.017653983
9.081842805,38.7808464,3.191949907,0
9.090887787,38.7808409,0,0
9.099932764,38.7808354,0,0
8.837631831,38.7900866,7.243192885,13.93553255
8.846676937,38.79008148,3.911037285,1.139224589
8.855722039,38.79007636,21.84181436,44.64474959
8.864767136,38.79007122,44.6393087,100
8.873812229,38.79006609,33.58394008,58.96071809
8.882857318,38.79006094,21.7197542,14.372402
8.891902402,38.79005579,19.86297028,20.61397556
8.900947482,38.79005064,8.302679662,3.370113366
8.909992558,38.79004548,10.03394441,2.88169052
8.919037629,38.79004032,9.860660273,0.110234694
8.928082696,38.79003514,16.41813547,0
8.937127758,38.79002997,13.28938224,0.000991317
8.946172816,38.79002479,30.43793439,12.71853871
8.955217869,38.7900196,51.12783143,21.60562012
8.964262918,38.79001441,30.57941025,4.071545995
8.973307963,38.79000921,0.501484068,0.073945144
8.982353003,38.79000401,9.504696735,20.46985765
8.991398039,38.7899988,37.66004578,63.62522379
9.00044307,38.78999358,32.07567396,44.89580386
9.009488097,38.78998836,49.34637397,79.44768269
9.01853312,38.78998314,45.22259503,78.10977452
9.027578138,38.78997791,43.1718344,94.73865025
9.036623152,38.78997267,14.24820639,34.59345498
9.045668161,38.78996743,13.4945131,19.22842373
9.054713165,38.78996219,16.21518148,14.23362763
9.063758166,38.78995693,28.54077115,42.19438541
9.072803162,38.78995167,6.69215571,0.005342811
9.081848153,38.78994641,0,0
8.837636812,38.79918055,6.342830368,0.020772024
8.846681923,38.79917565,9.36322471,2.890767017
8.85572703,38.79917075,24.02512524,21.73709644
8.864772133,38.79916584,42.87709822,37.43273903
8.873817231,38.79916092,44.561088,36.2349461
8.882862325,38.799156,10.78670705,4.906672415
8.891907414,38.79915107,28.8136456,18.70268923
8.900952499,38.79914614,19.14323061,17.92580976
8.90999758,38.79914121,12.32456154,0
8.919042656,38.79913627,13.93876209,16.80096553
8.928087728,38.79913132,10.06322556,44.98685508
8.937132796,38.79912637,9.209025608,3.891210062
8.946177859,38.79912141,14.97119428,1.690479528
8.955222917,38.79911645,15.79617248,4.287630825
8.964267972,38.79911148,21.42697881,0.954290533
8.973313022,38.79910651,0,0.06157825
8.982358067,38.79910153,4.69632174,7.941747247
8.991403108,38.79909655,26.3655565,19.40876218
9.000448145,38.79909156,34.33665973,34.84460781
9.009493177,38.79908657,51.38746463,25.10216818
9.018538204,38.79908157,39.32917663,39.76852104
9.027583228,38.79907656,38.02056411,84.3085612
9.036628247,38.79907155,3.967316542,0.74641221
9.045673261,38.79906654,7.762989042,9.928834747
9.054718271,38.79906152,8.022268121,19.22857526
9.063763276,38.7990565,13.3341195,14.65289113
9.072808277,38.79905147,4.906403361,0.097047006
9.081853274,38.79904643,0,0
8.837641572,38.8082745,2.436214402,0
8.846686689,38.80826982,9.727653261,29.58707021
8.855731801,38.80826514,25.81157777,26.33869164
8.864776908,38.80826045,55.47909303,20.06195136
8.873822011,38.80825576,49.95475322,0
8.88286711,38.80825106,26.79788315,0
8.891912204,38.80824636,22.94176965,0.934031576
8.900957294,38.80824165,26.80669428,40.68118866
8.91000238,38.80823694,16.71811036,0
8.919047461,38.80823222,22.66324213,10.01163354
8.928092538,38.8082275,6.095509255,9.740145777
8.937137611,38.80822277,13.70157694,6.745334989
8.946182679,38.80821804,15.59640447,11.94027716
8.955227742,38.8082133,12.27350914,5.190155725
8.964272801,38.80820856,16.10969881,0.674484638
8.973317856,38.80820381,2.800182954,0.009870636
8.982362907,38.80819906,5.124599591,2.095827361
8.991407953,38.8081943,56.20729165,77.6775621
9.000452994,38.80818954,44.51792133,66.00479694
9.009498031,38.80818477,41.13978265,57.44387853
9.018543064,38.80818,38.73546569,70.60462313
9.027588092,38.80817522,19.41796736,29.16972744
9.036633116,38.80817044,11.67695632,3.428945411
9.045678135,38.80816565,22.72438564,21.54561004
9.05472315,38.80816086,20.74756966,16.34251111
9.06376816,38.80815606,16.86701081,31.39611558
9.072813166,38.80815126,0,0
9.081858168,38.80814645,0,0
8.837646112,38.81736846,0.76088992,70.24280414
8.846691233,38.817364,6.516383832,68.88859072
8.85573635,38.81735954,21.87830601,29.00061278
8.864781462,38.81735508,52.99269123,0.16774452
8.87382657,38.81735061,49.2857694,0
8.882871673,38.81734613,15.27640668,0
8.891916773,38.81734165,12.24738458,0
8.900961867,38.81733717,20.24961711,29.16384982
8.910006958,38.81733268,21.08652893,41.78301019
8.919052044,38.81732818,18.93816973,25.30894469
8.928097125,38.81732369,19.94183937,26.17586159
8.937142202,38.81731918,13.61968621,8.092563012
8.946187275,38.81731467,9.749877689,2.132657166
8.955232343,38.81731016,10.07186474,0.227738385
8.964277407,38.81730564,26.55438733,2.029429935
8.973322467,38.81730112,20.96936582,14.54934766
8.982367522,38.81729659,13.79311613,0.000143619
8.991412573,38.81729206,45.30853405,33.99610716
9.000457619,38.81728753,58.40044507,94.16156738
9.009502661,38.81728298,35.08450846,49.14122146
9.018547698,38.81727844,27.49982566,25.73954745
9.027592731,38.81727389,22.8812292,35.23424021
9.036637759,38.81726933,38.4469487,64.20818101
9.045682784,38.81726477,28.23090385,32.85722078
9.054727803,38.81726021,15.46354011,0.108713484
9.063772818,38.81725564,12.80506837,17.7825063
9.072817829,38.81725106,0,0
9.081862835,38.81724648,0,0
8.837650432,38.82646242,0,97.97909045
8.846695557,38.82645818,0,42.56218824
8.855740678,38.82645394,4.471914675,0
8.864785795,38.8264497,19.4802439,0
8.873830907,38.82644545,17.78869028,13.00838208
8.882876015,38.8264412,13.83867663,0
8.891921119,38.82643695,23.46586914,56.08217145
8.900966218,38.82643268,34.27751521,98.86876888
8.910011313,38.82642842,29.67321393,100
8.919056403,38.82642415,23.41114952,65.67746476
8.928101489,38.82641987,11.56487345,16.94950608
8.937146571,38.8264156,12.44704135,16.68978435
8.946191648,38.82641131,15.89446198,3.481115125
8.955236721,38.82640702,11.49687551,0
8.964281789,38.82640273,13.32262807,28.04711677
8.973326853,38.82639843,31.01120594,72.2433147
8.982371913,38.82639413,26.04339911,2.313706354
8.991416968,38.82638983,46.17627791,26.40654972
9.000462019,38.82638552,57.68233787,71.14343402
9.009507065,38.8263812,49.26250628,87.14794059
9.018552107,38.82637688,32.60670695,44.1342461
9.027597145,38.82637256,34.11997882,30.05450031
9.036642178,38.82636823,43.80421186,90.88996068
9.045687206,38.8263639,34.74488027,63.88524188
9.05473223,38.82635956,20.82376975,68.53793372
9.06377725,38.82635522,12.77284768,19.469715
9.072822265,38.82635087,0,0
9.081867276,38.82634652,0,0
8.882880135,38.83553628,11.28397106,16.51626782
8.891925243,38.83553225,30.28542993,100
8.900970346,38.83552821,30.12427239,83.44067102
8.910015446,38.83552417,17.96843233,27.57001043
8.91906054,38.83552012,10.79865928,3.582822777
8.928105631,38.83551607,8.869777746,1.965057677
8.937150717,38.83551201,6.781648553,11.39624117
8.946195798,38.83550796,25.71521497,23.20080842
8.955240875,38.83550389,8.785498267,0
8.964285948,38.83549982,3.658786789,0.249855051
8.973331016,38.83549575,6.95473641,0.295908754
8.98237608,38.83549168,24.05436654,5.804443425
8.991421139,38.8354876,48.70496551,2.643628227
9.000466194,38.83548351,42.63212215,19.42923722
9.009511245,38.83547942,54.45194161,62.43254954
9.018556291,38.83547533,54.63275459,100
9.027601333,38.83547123,37.93253811,54.47407023
9.03664637,38.83546713,36.84036551,94.37352744
9.045691403,38.83546302,22.39627065,40.70382686
9.054736431,38.83545891,24.17540673,51.98958165
9.063781455,38.8354548,3.287065969,3.27873094
9.072826474,38.83545068,0,0
9.081871489,38.83544656,0,0
8.882884033,38.84463136,17.75160242,35.61406176
8.891929145,38.84462755,23.86052499,95.44160225
8.900974253,38.84462374,6.726560261,21.06072987
8.910019356,38.84461992,4.395558431,0
8.919064455,38.84461609,3.706132213,1.166493825
8.928109549,38.84461227,6.18045289,15.26884605
8.937154639,38.84460844,11.6992821,17.74703083
8.946199725,38.8446046,8.929876993,8.624121442
8.955244806,38.84460076,16.4397516,12.10114697
8.964289882,38.84459692,8.387189815,0.99667455
8.973334955,38.84459307,15.59323026,12.33638327
8.982380023,38.84458922,28.77870599,8.234740817
8.991425086,38.84458537,44.6519703,32.77997952
9.000470145,38.84458151,47.69642408,21.4147655
9.0095152,38.84457765,48.11818854,79.54866173
9.01856025,38.84457378,47.55075097,68.90482749
9.027605296,38.84456991,50.13958924,90.35240221
9.036650337,38.84456603,43.98986197,95.92917727
9.045695374,38.84456216,46.30249731,74.05324239
9.054740406,38.84455827,14.5492863,0.094108676
9.063785434,38.84455439,12.7571639,2.293504411
9.072830457,38.84455049,2.220116071,0
9.081875476,38.8445466,0,0
8.88288771,38.85372645,6.988068591,20.27666626
8.891932826,38.85372286,10.2197556,2.81957598
8.900977937,38.85371927,12.85769964,0
8.910023044,38.85371567,12.20761521,0
8.919068147,38.85371207,11.74440944,1.262176196
8.928113245,38.85370847,5.418630459,5.891576894
8.937158338,38.85370486,5.998770534,15.60473145
8.946203428,38.85370125,0,0
8.955248513,38.85369764,3.523453034,0
8.964293593,38.85369402,0,15.18759044
8.973338669,38.8536904,4.045500499,18.29612333
8.982383741,38.85368678,31.59901705,39.68006355
8.991428808,38.85368315,41.41359857,68.86356702
9.000473871,38.85367951,29.28239186,66.33016715
9.00951893,38.85367588,60.87530179,80.74458949
9.018563984,38.85367224,42.90474814,57.52495374
9.027609033,38.85366859,34.82689136,35.38129592
9.036654078,38.85366494,41.76996756,83.80424257
9.045699119,38.85366129,36.88206488,82.21635829
9.054744155,38.85365764,19.6463076,6.242598915
9.063789187,38.85365398,12.36148304,2.025273832
9.072834214,38.85365031,7.669845965,0.007576647
9.081879237,38.85364665,0,0
8.873846041,38.86282489,0,0
8.882891165,38.86282153,0,0
8.891936284,38.86281817,0,0
8.900981399,38.8628148,1.72819778,9.668915501
8.91002651,38.86281143,9.576289251,4.364405178
8.919071616,38.86280806,0,0
8.928116717,38.86280468,1.977842136,0.043942179
8.937161815,38.8628013,0,0
8.946206908,38.86279791,1.577942763,16.43164653
8.955251996,38.86279452,7.466575763,15.69828275
8.96429708,38.86279113,11.43594881,15.0349396
8.97334216,38.86278773,10.26091648,29.88435668
8.982387235,38.86278433,21.15130286,33.67844899
8.991432306,38.86278093,23.15713904,69.547274
9.000477372,38.86277752,29.78590599,55.36575501
9.009522434,38.86277411,46.98715814,84.07440294
9.018567492,38.8627707,44.47942936,52.3830821
9.027612545,38.86276728,36.25383221,38.04184394
9.036657594,38.86276386,25.17426748,40.49890615
9.045702638,38.86276043,38.42173218,79.34824419
9.054747678,38.862757,14.6696012,11.13913929
9.063792713,38.86275357,24.61863711,1.153422386
9.072837744,38.86275014,20.421425,0.040294346
9.08188277,38.8627467,8.972617603,0
8.873849271,38.87191976,0,0
8.882894398,38.87191663,0,0
8.891939521,38.87191349,0,0
8.900984639,38.87191034,0,0
8.910029753,38.87190719,3.972550299,0
8.919074862,38.87190404,3.972454501,0
8.928119967,38.87190089,0,0
8.937165068,38.87189773,0,12.41260177
8.946210164,38.87189457,2.227787505,20.03514677
8.955255256,38.8718914,18.01466844,14.27292264
8.964300344,38.87188824,20.39326601,62.50698983
8.973345427,38.87188506,16.41268622,53.49934991
8.982390505,38.87188189,8.085182133,6.749217683
8.991435579,38.87187871,7.825969412,42.90368249
9.000480649,38.87187553,25.17992315,18.90530084
9.009525714,38.87187235,40.76837641,95.05697791
9.018570775,38.87186916,37.7070612,80.63029386
9.027615832,38.87186597,32.85881416,60.45721875
9.036660884,38.87186277,23.9110413,46.0188121
9.045705931,38.87185958,28.93499054,76.91858576
9.054750974,38.87185637,31.31517885,93.82665013
9.063796013,38.87185317,33.30682523,12.0284688
9.072841047,38.87184996,29.47936945,2.044638298
9.081886077,38.87184675,8.246980366,0
8.891942535,38.8810088,0,0
8.900987657,38.88100588,0,0
8.910032774,38.88100296,0,0
8.919077886,38.88100003,3.972451797,0
8.937168098,38.88099417,0,19.18791851
8.946213197,38.88099123,5.801878043,1.048269211
8.955258292,38.88098829,29.36816678,61.65021178
8.964303383,38.88098535,32.8098819,94.05395591
8.973348469,38.8809824,15.59693072,47.60612215
8.982393551,38.88097945,9.145664724,8.528689556
8.991438628,38.8809765,20.00764218,30.079365
9.000483701,38.88097355,15.97163903,9.370590868
9.00952877,38.88097059,36.78671639,100
9.018573834,38.88096763,47.52813771,100
9.027618893,38.88096466,51.44016432,58.5246636
9.036663948,38.88096169,33.76343972,34.90691844
9.045708999,38.88095872,30.76346806,70.85535947
9.054754045,38.88095575,23.29890502,30.91047877
9.063799087,38.88095277,24.05055809,43.44586927
9.072844124,38.88094979,20.12123408,0.397498212
9.081889157,38.88094681,0,0
8.937170905,38.89009061,0,2.236211514
8.946216007,38.8900879,8.69808949,1.158033261
8.955261105,38.89008518,14.83795118,43.1447514
8.964306199,38.89008246,19.96305555,32.80219089
8.973351288,38.89007974,29.75652369,96.25031588
8.982396372,38.89007702,21.48328212,53.6450665
8.991441453,38.89007429,19.17910439,70.52671889
9.000486528,38.89007156,40.8569845,53.73485393
9.0095316,38.89006883,35.60034735,56.64842147
9.018576667,38.89006609,19.40477754,47.95634801
9.027621729,38.89006336,26.44095449,0
9.036666787,38.89006062,18.07846036,27.68050859
9.045711841,38.89005787,7.309680755,14.04132863
8.937173489,38.89918705,0,10.09399013
8.946218594,38.89918456,0.558658496,3.101722188
8.955263695,38.89918207,3.994588383,12.34889014
8.964308791,38.89917958,9.24832996,31.48230003
8.973353882,38.89917708,15.00668498,51.4650957
8.98239897,38.89917459,14.64736954,5.566510211
8.991444052,38.89917209,15.96389159,29.98120232
9.000489131,38.89916958,10.73088692,0.170905749
9.009534205,38.89916708,21.79580489,1.528320563
9.018579274,38.89916457,9.124191737,21.00014352
9.02762434,38.89916206,4.211680745,0
9.0366694,38.89915954,0,0
8.964311159,38.9082767,0,4.084861
8.973356253,38.90827443,0,0
8.982401343,38.90827216,0.293352086,0
8.991446428,38.90826988,4.562678969,0
9.000491509,38.9082676,0,0
9.009536585,38.90826532,0,0
